BL/AWB/PRO	Container	Purchase Order	Forwarder	Est. POL Date	Est. POD Date	Mode	POL	País	Customs Inspection	Planned to HUB	Planned to Warehouse	Cont. Date 1	Carrier	Order Qty	Transport price
XM2307006C/02	MSMU6661956	134244- 134277- 134339	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Xiamen- CN				1	17/8/2023	Mediterranean Shipping Company (MSC)	21800	1850
XM2307006C/03	MSMU6661956	134210- 134229- 134317- 134323	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Xiamen- CN				1	17/8/2023	Mediterranean Shipping Company (MSC)	3450	1850
XM2307006C/04	MSMU6661956	134213- 134600- 134664- 134665- 134670- 134678- 137361	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Xiamen- CN				1	17/8/2023	Mediterranean Shipping Company (MSC)	301	1850
XM2307006E/03	TCLU7896160	134213- 134600- 134664- 134665- 134670- 134678- 137361	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Xiamen- CN				1	17/8/2023	Mediterranean Shipping Company (MSC)	3949	1850
XM2307006E/02	TCLU7896160	134213- 134600- 134664- 134665- 134670- 134678- 137361	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Xiamen- CN				1	17/8/2023	Mediterranean Shipping Company (MSC)	2920	1850
XM2307006E/01	TCLU7896160	134213- 134600- 134664- 134665- 134670- 134678- 137361	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Xiamen- CN				1	17/8/2023	Mediterranean Shipping Company (MSC)	1032	1850
MLVLC2307005A	TLLU5522093	131041- 131036- 131044	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Ho Chi Minh City- VN			1		18/8/2023	Mediterranean Shipping Company (MSC)	300	2250
MLVLC2307005B	TLLU5522093	131041- 131036- 131044	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Ho Chi Minh City- VN			1		18/8/2023	Mediterranean Shipping Company (MSC)	1501	2250
MLVLC2307005C	TLLU5522093	131041- 131036- 131044	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	8/8/2023	Ocean	Ho Chi Minh City- VN			1		18/8/2023	Mediterranean Shipping Company (MSC)	2000	2250
CEB164479	FCIU7591081	131269- 131285- 131302- 131303- 131236- 131241- 131283- 140410	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	22/8/2023	Ocean	Cebu- PH				1	29/8/2023	OCEAN NETWORK EXPRESS	3265	1850
1053896189	KKFU7962766	131267- 131270- 131279- 131276- 131277- 131284- 131280- 131278- 131290- 131298- 131299- 131301- 131297- 131291- 131296- 131235- 131239	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/7/2023	22/8/2023	Ocean	Cebu- PH				1	29/8/2023	OCEAN NETWORK EXPRESS	58304	1850
MLVLC2307009B	TGHU6515612	140414- 140415- 140420- 140417- 140418- 140421- 140429- 140439- 140416- 140430	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	9/7/2023	5/8/2023	Ocean	Haiphong- VN			1		21/8/2023	Mediterranean Shipping Company (MSC)	300	2225
MLVLC2307009A	TGHU6515612	140414- 140415- 140420- 140417- 140418- 140421- 140429- 140439- 140416- 140430	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	9/7/2023	5/8/2023	Ocean	Haiphong- VN			1		21/8/2023	Mediterranean Shipping Company (MSC)	3468	2225
MLVLC2307022	TGBU8006269	133530- 133772- 133778- 133797	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	9/7/2023	10/8/2023	Ocean	Haiphong- VN				1	17/8/2023	OCEAN NETWORK EXPRESS	4701	2225
NBH0723BC03889	MRKU9711831	134701- 135845- 135870- 135884- 140037- 140038- 140043- 140047	Raminatrans	9/7/2023	17/8/2023	Ocean	Shanghai- CN				1	25/8/2023	Maersk Line	2999	1800
NBH0723IG03670	MSKU6268700	134970- 134974- 134980- 134853- 134898- 134910- 134919- 134925- 134935- 134931- 134942- 134966- 135539- 135547	Raminatrans	9/7/2023	17/8/2023	Ocean	Shanghai- CN		1	1		24/8/2023	Maersk Line	17970	1800
NBH0723SJ03785	MRKU3092278	133682- 134680- 134918- 131075- 131083- 131082- 131092- 131091- 131101- 131100- 131110- 131108- 137038	Raminatrans	9/7/2023	17/8/2023	Ocean	Xiamen- CN				1	22/8/2023	Maersk Line	45774	1800
NBH0723KP03913	MRKU9711831	133682- 134680- 134918- 131075- 131083- 131082- 131092- 131091- 131101- 131100- 131110- 131108- 137038	Raminatrans	9/7/2023	17/8/2023	Ocean	Xiamen- CN				1	22/8/2023	Maersk Line	5668	1800
MDZ/SKT/VLC/0181	UETU2315349	134591- 135835- 135863- 137760- 137750	TOTAL FREIGHT	10/7/2023	7/8/2023	Ocean	Karachi- PK				1	16/8/2023	Mediterranean Shipping Company (MSC)	4240	765
MDZ/SKT/VLC/0180	UETU2315349	134591- 135835- 135863- 137760- 137750	TOTAL FREIGHT	10/7/2023	7/8/2023	Ocean	Karachi- PK				1	16/8/2023	Mediterranean Shipping Company (MSC)	3830	765
MDZ/SKT/VLC/0182	UETU2315349	134591- 135835- 135863- 137760- 137750	TOTAL FREIGHT	10/7/2023	7/8/2023	Ocean	Karachi- PK				1	16/8/2023	Mediterranean Shipping Company (MSC)	300	765
MLVLC2307008	TCLU4766498	131035- 130979	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	10/7/2023	8/8/2023	Ocean	Ho Chi Minh City- VN				1	18/8/2023	Mediterranean Shipping Company (MSC)	2300	2250
MLVLC2307023	DRYU4284844	130991- 131012- 131060	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	10/7/2023	8/8/2023	Ocean	Ho Chi Minh City- VN			1		18/8/2023	Mediterranean Shipping Company (MSC)	5010	2250
MLVL2307017A	TLLU5530057	131243- 131251- 131255- 131258- 131048- 131061- 131178- 131177	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	10/7/2023	10/8/2023	Ocean	Ho Chi Minh City- VN			1		18/8/2023	OCEAN NETWORK EXPRESS	1500	2250
MLVL2307017B	TLLU5530057	131243- 131251- 131255- 131258- 131048- 131061- 131178- 131177	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	10/7/2023	10/8/2023	Ocean	Ho Chi Minh City- VN			1		18/8/2023	OCEAN NETWORK EXPRESS	1499	2250
MLVL2307017C	TLLU5530057	131243- 131251- 131255- 131258- 131048- 131061- 131178- 131177	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	10/7/2023	10/8/2023	Ocean	Ho Chi Minh City- VN			1		18/8/2023	OCEAN NETWORK EXPRESS	2300	2250
ME232243/01	FCIU8904853	134599- 134595- 134619- 134623- 134646- 134663- 135842- 136541- 140357	Raminatrans	11/7/2023	17/8/2023	Ocean	Ningbo- CN			1		23/8/2023	Maersk Line	15400	1800
ME232243/02	MSKU0525000	134701- 135845- 135870- 135884- 140037- 140038- 140043- 140047	Raminatrans	11/7/2023	17/8/2023	Ocean	Shanghai- CN				1	25/8/2023	Maersk Line	16501	1800
ME232235/01	MSKU6521402	133875- 133886- 133975- 134181- 134357- 135683- 135685- 135698- 135703- 135714- 135728- 135724	Raminatrans	11/7/2023	17/8/2023	Ocean	Shanghai- CN					23/8/2023	Maersk Line	51664	1800
ME232243/02	MSKU8440932	133908- 135681- 135682- 135687- 135695- 135697- 135700- 135710- 135766- 135771	Raminatrans	11/7/2023	17/8/2023	Ocean	Shanghai- CN			1		23/8/2023	Maersk Line	20600	1800
ME232246/01	MRKU0100214	136154	Raminatrans	11/7/2023	17/8/2023	Ocean	Xiamen- CN				1	22/8/2023	Maersk Line	14813	1800
ME232246/01	MRKU0296236	135991- 135995- 135998- 136154- 133985- 133980	Raminatrans	11/7/2023	17/8/2023	Ocean	Xiamen- CN				1	22/8/2023	Maersk Line	22150	1800
ME232237/03	MRKU0364813	135991- 135995- 135998- 136154- 133985- 133980	Raminatrans	11/7/2023	17/8/2023	Ocean	Xiamen- CN				1	22/8/2023	Maersk Line	1350	1800
ME232237/02	MRKU0364813	133682- 134680- 134918- 131075- 131083- 131082- 131092- 131091- 131101- 131100- 131110- 131108- 137038	Raminatrans	11/7/2023	17/8/2023	Ocean	Xiamen- CN				1	22/8/2023	Maersk Line	2910	1800
ME232237/01	MRKU0364813	133682- 134680- 134918- 131075- 131083- 131082- 131092- 131091- 131101- 131100- 131110- 131108- 137038	Raminatrans	11/7/2023	17/8/2023	Ocean	Xiamen- CN				1	22/8/2023	Maersk Line	26200	1800
MLVLC2307025A	TCNU7868485	134213- 134600- 134664- 134665- 134670- 134678- 137361	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	12/7/2023	8/8/2023	Ocean	Xiamen- CN				1	17/8/2023	Mediterranean Shipping Company (MSC)	1800	1850
MLVLC2307025B	TCNU7868485	133380- 133501- 133583- 133590- 133933- 134976- 135528- 135536- 135562- 135571- 135568- 135575- 135631- 135632- 135820	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	12/7/2023	8/8/2023	Ocean	Xiamen- CN			1		14/8/2023	Mediterranean Shipping Company (MSC)	1299	1850
MLVLC2307025C	TCNU7868485	135279	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	12/7/2023	8/8/2023	Ocean	Xiamen- CN			1		14/8/2023	Mediterranean Shipping Company (MSC)	903	1850
XM2307012A/02	FCIU8907317	131341- 131349- 131356- 131377- 132762- 132844	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	14/7/2023	17/8/2023	Ocean	Ningbo- CN		1		1	23/8/2023	Mediterranean Shipping Company (MSC)	13404	1850
XM2307012A/02	FFAU3009431	135788- 135804- 136531- 137356- 137357- 137540	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	14/7/2023	17/8/2023	Ocean	Ningbo- CN			1		22/8/2023	Mediterranean Shipping Company (MSC)	6474	1850
XM2307012A/01	FFAU3009431	135788- 135804- 136531- 137356- 137357- 137540	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	14/7/2023	17/8/2023	Ocean	Ningbo- CN			1		22/8/2023	Mediterranean Shipping Company (MSC)	2802	1850
XM2307012B/01	TGHU6189389	133916- 133948- 133953- 133968- 133962- 135707- 135712- 135717- 135715- 135772	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	14/7/2023	17/8/2023	Ocean	Shanghai- CN			1		21/8/2023	Mediterranean Shipping Company (MSC)	9002	1850
XM2307012B/02	TGHU6189389	133377- 133910	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	14/7/2023	17/8/2023	Ocean	Shanghai- CN			1		24/8/2023	Mediterranean Shipping Company (MSC)	1355	1850
XM2307012B/03	TGHU6189389	133362- 133913- 133923- 133930- 133972- 134349- 134363- 134365- 135679- 135689- 135692- 135769	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	14/7/2023	17/8/2023	Ocean	Shanghai- CN				1	21/8/2023	Mediterranean Shipping Company (MSC)	2200	1850
XM2307012B/04	TGHU6189389	134701- 135845- 135870- 135884- 140037- 140038- 140043- 140047	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	14/7/2023	17/8/2023	Ocean	Shanghai- CN				1	25/8/2023	Mediterranean Shipping Company (MSC)	1020	1850
CEB163787	FCIU7591081	131318- 131340- 131376- 131394- 131404- 131446- 131450- 131447- 131448- 131452- 131473- 132904- 145051	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	13615	1275
1053895146	ONEU0062924	132708- 132930- 134657- 134656- 134655- 134658- 134660- 134811- 134812- 135430- 135457- 135484- 135502- 135551- 135802	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	37400	1275
1053895679	ONEU0062924	132708- 132930- 134657- 134656- 134655- 134658- 134660- 134811- 134812- 135430- 135457- 135484- 135502- 135551- 135802	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	6098	1275
1053921358	ONEU0062924	131318- 131340- 131376- 131394- 131404- 131446- 131450- 131447- 131448- 131452- 131473- 132904- 145051	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	2591	1275
1053893276	TGBU9705229	132708- 132930- 134657- 134656- 134655- 134658- 134660- 134811- 134812- 135430- 135457- 135484- 135502- 135551- 135802	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	16700	1275
1053880472	TGBU9705229	131319- 131321- 131336- 131343- 131339- 131370- 131364- 134816- 134823- 134833- 134841- 134848- 134861- 134868- 134875- 134881- 134893- 134899- 134905- 134912- 139306- 140241- 140251	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	56200	1275
1053892241	TGCU0225768	131424- 131440- 131444- 135167- 135210- 135243- 135247- 135267- 135386- 135387- 135392- 135388- 135389- 135395- 135390- 135397- 135399- 135393- 135400- 135410- 135412- 135408- 135401- 135415- 136769- 137746	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD			1		29/8/2023	OCEAN NETWORK EXPRESS	8100	1275
1053921038	TGCU0225768	132708- 132930- 134657- 134656- 134655- 134658- 134660- 134811- 134812- 135430- 135457- 135484- 135502- 135551- 135802	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	1500	1275
1053937322	TGCU0225768	131318- 131340- 131376- 131394- 131404- 131446- 131450- 131447- 131448- 131452- 131473- 132904- 145051	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	32102	1275
1053895960	TGCU0225768	132708- 132930- 134657- 134656- 134655- 134658- 134660- 134811- 134812- 135430- 135457- 135484- 135502- 135551- 135802	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	1000	1275
1053920565	TGCU0225768	131319- 131321- 131336- 131343- 131339- 131370- 131364- 134816- 134823- 134833- 134841- 134848- 134861- 134868- 134875- 134881- 134893- 134899- 134905- 134912- 139306- 140241- 140251	Kuehne & Nagel	15/7/2023	22/8/2023	Ocean	Chattogram- BD				1	28/8/2023	OCEAN NETWORK EXPRESS	1500	1275
SFPC2307129506	MSDU2929643	133977- 134093- 134470- 134638	Raminatrans	17/7/2023	10/8/2023	Ocean	Shanghai- CN			1		16/8/2023	Mediterranean Shipping Company (MSC)	19856	1800
MDZ/SKT/VLC/0184	MAGU2255999	131205- 131203- 131226- 131158- 131174- 140621- 140620- 140409	TOTAL FREIGHT	17/7/2023	17/8/2023	Ocean	Karachi- PK				1	23/8/2023	Mediterranean Shipping Company (MSC)	4490	765
MDZ/SKT/VLC/0183	MAGU2255999	131205- 131203- 131226- 131158- 131174- 140621- 140620- 140409	TOTAL FREIGHT	17/7/2023	17/8/2023	Ocean	Karachi- PK				1	23/8/2023	Mediterranean Shipping Company (MSC)	4800	765
KHVLC2307C0019	CAIU6181952	131260	Raminatrans	17/7/2023	26/8/2023	Ocean	Phnom Penh- KH			1		4/9/2023	Maersk Line	1100	1000
1053950352	TTNU2496691	136074- 136051- 136087- 136077- 136090- 136152- 136185- 136188- 136199- 136203- 136213- 136207- 136205- 136218- 136222- 136869- 136871- 136870- 136877- 136878- 136872	Kuehne & Nagel	18/7/2023	22/8/2023	Ocean	Chattogram- BD				1	24/8/2023	OCEAN NETWORK EXPRESS	7500	1275
ME232372/01	MRKU3373510	132820- 139274	Raminatrans	20/7/2023	24/8/2023	Ocean	Xiamen- CN			1		5/9/2023	Maersk Line	17501	1800
ME232372/01	MRKU5713498	133164- 133195- 133205- 133215- 133230- 135181- 135187- 135208- 135239- 135463	Raminatrans	20/7/2023	24/8/2023	Ocean	Xiamen- CN			1		30/8/2023	Maersk Line	9501	1800
ME232372/02	MSKU9626074	132788- 132850- 132895- 132971- 134426- 134467- 134471- 134472- 134481- 134608- 139372	Raminatrans	20/7/2023	24/8/2023	Ocean	Xiamen- CN			1		5/9/2023	Maersk Line	14102	1800
ME232372/03	PONU7540407	124473- 132797- 133143- 134312- 134307- 134308- 134314	Raminatrans	20/7/2023	24/8/2023	Ocean	Xiamen- CN				1	1/9/2023	Maersk Line	2000	1800
ME232372/02	PONU7540407	130780- 134703- 134725- 134728- 139340- 139356	Raminatrans	20/7/2023	24/8/2023	Ocean	Xiamen- CN			1		6/9/2023	Maersk Line	11503	1800
ME232308/01	SEGU9036467	139941- 139952	Raminatrans	21/7/2023	1/9/2023	Ocean	Qingdao- CN				1	8/9/2023	Maersk Line	10476	1800
ME232307/01	SEGU9036467	134487- 146263	Raminatrans	21/7/2023	1/9/2023	Ocean	Qingdao- CN				1	8/9/2023	Maersk Line	2700	1800
XM2307017E/03	BMOU4929623	133542- 133826	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN					30/8/2023	Mediterranean Shipping Company (MSC)	4140	1850
XM2307017E/02	BMOU4929623	133543- 133828	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN					30/8/2023	Mediterranean Shipping Company (MSC)	1500	1850
XM2307017E/01	BMOU4929623	133521- 133536- 133545	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	31/8/2023	Mediterranean Shipping Company (MSC)	2000	1850
XM2307016I	CAIU7465974	131407- 131410- 131462- 131471- 139736- 139775	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Mediterranean Shipping Company (MSC)	7999	1850
XM2307016C/01	DFSU7255795	131409- 133524- 133571- 133873	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	31/8/2023	Mediterranean Shipping Company (MSC)	9700	1850
XM2307017F	MEDU7616351	131409- 133524- 133571- 133873	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	31/8/2023	Mediterranean Shipping Company (MSC)	8601	1850
XM2307017A/01	MEDU7697538	133840- 133842- 136291	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	31/8/2023	Mediterranean Shipping Company (MSC)	18801	1850
XM2307017G	MEDU7917817	133649- 133814- 133833- 133844- 133566	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		6/9/2023	Mediterranean Shipping Company (MSC)	6100	1850
XM2307016A	MEDU7935153	134034- 133723- 133817- 133860- 133867- 136290	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		4/9/2023	Mediterranean Shipping Company (MSC)	5801	1850
XM2307016D	MEDU9469115	133567- 133835- 133837- 133863- 133870	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		4/9/2023	Mediterranean Shipping Company (MSC)	8120	1850
XM2307015E/01	MIEU2031560	136647- 136644	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		4/9/2023	Maersk Line	4000	1850
XM2307015E/02	MIEU2031560	136648- 136643	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		4/9/2023	Maersk Line	2050	1850
XM2307015D/02	MRKU0230434	133830- 136645- 136646	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		4/9/2023	Maersk Line	1096	1850
XM2307015D/01	MRKU0230434	133830- 136645- 136646	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN					4/9/2023	Maersk Line	4002	1850
XM2307015A/01	MRKU4574443	122622- 132704- 132897- 132900- 132986- 132989	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Maersk Line	12200	1850
XM2307015A/02	MRKU4574443	132656- 133173- 134549- 135280- 135320- 135438- 135506	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		5/9/2023	Maersk Line	2500	1850
XM2307015C	MRSU4256907	133185- 135244- 135496- 135517	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		30/8/2023	Maersk Line	17427	1850
XM2307015D/01	MRSU5261446	133164- 133195- 133205- 133215- 133230- 135181- 135187- 135208- 135239- 135463	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		30/8/2023	Maersk Line	8136	1850
XM2307015A/01	MRSU6441740	135496	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		31/8/2023	Maersk Line	37770	1850
XM2307017D	MSCU5255675	135216- 135232- 135252- 135272- 135293	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		31/8/2023	Mediterranean Shipping Company (MSC)	8501	1850
XM2307017A/01	MSCU5446769	135031- 135029- 133745	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Mediterranean Shipping Company (MSC)	6999	1850
XM2307017A/02	MSCU5446769	132901- 139240	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	30/8/2023	Mediterranean Shipping Company (MSC)	5660	1850
XM2307017A/03	MSCU5446769	135031- 135029- 133745	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Mediterranean Shipping Company (MSC)	3150	1850
XM2307016F	MSDU5294124	132111- 136858- 136857	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Mediterranean Shipping Company (MSC)	5703	1850
XM2307016F	MSDU6171865	131557- 132139- 133092- 133141	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	30/8/2023	Mediterranean Shipping Company (MSC)	4301	1850
XM2307016E	MSDU7335731	132111- 136858- 136857	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Mediterranean Shipping Company (MSC)	8253	1850
XM2307016G/02	MSDU7339613	131571- 131662	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	1/9/2023	Mediterranean Shipping Company (MSC)	1001	1850
XM2307016G/01	MSDU7339613	131571- 133040- 133039- 133136	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	1/9/2023	Mediterranean Shipping Company (MSC)	2800	1850
XM2307015E/01	MSKU1672670	131460- 131486- 131487- 132795- 132843- 132848- 132898- 132907- 132967- 132968- 132981	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		5/9/2023	Maersk Line	6900	1850
XM2307016E	MSMU4294867	132788- 132850- 132895- 132971- 134426- 134467- 134471- 134472- 134481- 134608- 139372	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		5/9/2023	Mediterranean Shipping Company (MSC)	8102	1850
XM2307017D	MSMU4922351	132788- 132850- 132895- 132971- 134426- 134467- 134471- 134472- 134481- 134608- 139372	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		5/9/2023	Mediterranean Shipping Company (MSC)	8503	1850
XM2307017E/01	MSMU6118065	132831- 132842- 133128	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		31/8/2023	Mediterranean Shipping Company (MSC)	20871	1850
XM2307017B	MSMU6182845	132809- 132815	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Mediterranean Shipping Company (MSC)	5090	1850
XM2307016A	MSMU7323980	132701- 132754- 132883	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		5/9/2023	Mediterranean Shipping Company (MSC)	5801	1850
XM2307016D	MSMU8162956	132811- 132862- 132879- 132890	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		4/9/2023	Mediterranean Shipping Company (MSC)	8803	1850
XM2307015C	TCKU7205385	124473- 132797- 133143- 134312- 134307- 134308- 134314	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	1/9/2023	Maersk Line	12402	1850
XM2307015B	TCKU7741095	124473- 132797- 133143- 134312- 134307- 134308- 134314	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	1/9/2023	Maersk Line	21226	1850
XM2307015B	TCNU6757424	133761- 133786	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	31/8/2023	Maersk Line	19105	1850
XM2307016J	TGBU5712277	133705- 133788	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	1/9/2023	Mediterranean Shipping Company (MSC)	33490	1850
XM2307016B	TGBU7169913	133623- 133708- 133765- 133769- 133776	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN				1	4/9/2023	Mediterranean Shipping Company (MSC)	5452	1850
XM2307016H	TGBU7866353	133612- 133634- 133703- 136295- 136301- 136294	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		6/9/2023	Mediterranean Shipping Company (MSC)	7903	1850
XM2307016C/02	TGBU7988602	135280	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	22/7/2023	24/8/2023	Ocean	Xiamen- CN			1		1/9/2023	Mediterranean Shipping Company (MSC)	5560	1850
