BL/AWB/PRO	Container	Purchase Order	Forwarder	Est. POL Date	Est. POD Date	Mode	POL	País	Customs Inspection	Planned to HUB	Planned to Warehouse	Cont. Date 1	Carrier	Order Qty	Transport price
XM2310005A/02	MEDU7251968	139350- 139386- 139532- 139977- 140029	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		20/11/2023	Mediterranean Shipping Company (MSC)	2500	1450
XM2310005A/03	MEDU7251968	139350- 139386- 139532- 139977- 140029	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		20/11/2023	Maersk Line	25160	1650
XM2310005C/01	CAXU7127813	139802- 139806- 140877- 140875- 140874- 140878	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		20/11/2023	Maersk Line	10940	1650
XM2310005C/02	CAXU7127813	139802- 139806- 140877- 140875- 140874- 140878	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		20/11/2023	Maersk Line	32401	1650
XM2310005B/01	TRLU6596949	136130- 138965- 138977- 139367- 139385- 140655	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		21/11/2023	Mediterranean Shipping Company (MSC)	5000	1450
XM2310005B/02	TRLU6596949	136130- 138965- 138977- 139367- 139385- 140655	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		21/11/2023	Maersk Line	28518	1650
XM2310005D	MSDU4409189	140696- 140694	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		21/11/2023	Maersk Line	31202	1650
1055587588	HLBU2058578	136073- 136082- 136088- 136096- 136226- 136255- 136232- 136239- 136234- 136233- 141207- 141384- 141390- 141209- 141393- 141391	Kuehne & Nagel	14/10/2023	17/11/2023	Ocean	Chattogram- BD			1		24/11/2023	OCEAN NETWORK EXPRESS	22100	1051
1055444081	HLBU2058578	136073- 136082- 136088- 136096- 136226- 136255- 136232- 136239- 136234- 136233- 141207- 141384- 141390- 141209- 141393- 141391	Kuehne & Nagel	14/10/2023	17/11/2023	Ocean	Chattogram- BD			1		24/11/2023	Hapag - Lloyd	7450	1051
ME233353/01	UACU8436940	137260	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		1/12/2023	Hapag - Lloyd	1450	1500
ME233337/02	FANU3444319	137259	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		30/11/2023	Hapag - Lloyd	37495	1500
ME233337/02	UNLU8000950	137267- 137259- 141210- 141213- 141214- 141212	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		30/11/2023	YANG MING MARINE TRANSPORT CORP	9528	1500
ME233337/01	UNLU8000950	137267- 137259- 141210- 141213- 141214- 141212	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		30/11/2023	YANG MING MARINE TRANSPORT CORP	1800	1500
ME233341/01	UNLU8000986	139065- 139104- 140379- 141035- 141037- 151765	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		29/11/2023	Maersk Line	21138	1500
ME233341/02	UNLU8000986	139065- 139104- 140379- 141035- 141037- 151765	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		29/11/2023	Hapag - Lloyd	34605	1500
ME233341/05	UNLU8000986	139065- 139104- 140379- 141035- 141037- 151765	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		29/11/2023	Hapag - Lloyd	23320	1500
ME233341/06	UNLU8000986	139065- 139104- 140379- 141035- 141037- 151765	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		29/11/2023	Hapag - Lloyd	1500	1500
ME233350/01	FANU3444350	137268- 138885- 140259- 140260- 140258- 140608- 140598- 141025	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		30/11/2023	Maersk Line	17800	1500
ME233350/02	FANU3444350	137268- 138885- 140259- 140260- 140258- 140608- 140598- 141025	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		30/11/2023	Maersk Line	3500	1500
ME233350/03	FANU3444350	137268- 138885- 140259- 140260- 140258- 140608- 140598- 141025	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		30/11/2023	Maersk Line	11958	1500
ME233350/04	FANU3444350	137268- 138885- 140259- 140260- 140258- 140608- 140598- 141025	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		30/11/2023	Maersk Line	23250	1500
ME233365/01	FANU3449250	139053- 139056- 139092- 139093- 139097- 139128- 140262- 140263- 140264- 140261- 144259- 141134	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		1/12/2023	Maersk Line	1000	1500
ME233365/01	UNLU8000728	138987- 139496- 144267- 141152	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		1/12/2023	Maersk Line	7150	1500
ME233341/03	UNLU8000604	141048- 141034- 141053- 141033- 141036- 141028- 141039- 141040- 141029- 141023- 150031	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		29/11/2023	Maersk Line	28836	1500
ME233341/04	UNLU8000604	141048- 141034- 141053- 141033- 141036- 141028- 141039- 141040- 141029- 141023- 150031	Raminatrans	19/10/2023	27/11/2023	Ocean	Shanghai- CN			1		29/11/2023	Maersk Line	2110	1500
MDZ/SKT/VLC/0207	MEDU3937939	140489- 146354	TOTAL FREIGHT	20/10/2023	16/11/2023	Ocean	Karachi- PK			1		21/11/2023	Mediterranean Shipping Company (MSC)	1605	675
MDZ/SKT/VLC/0208	MEDU3937939	140489- 146354	TOTAL FREIGHT	20/10/2023	16/11/2023	Ocean	Karachi- PK			1		21/11/2023	Mediterranean Shipping Company (MSC)	15190	675
NBH1023CV03388	TEMU8763806	122821- 135080- 139455- 140328- 140331	Raminatrans	21/10/2023	27/11/2023	Ocean	Ningbo- CN			1		4/12/2023	Hapag - Lloyd	45054	1500
NBH1023EY03263	TEMU8763806	122821- 135080- 139455- 140328- 140331	Raminatrans	21/10/2023	27/11/2023	Ocean	Ningbo- CN			1		4/12/2023	Maersk Line	13866	1500
NBH1023JO03114	TEMU8763806	122821- 135080- 139455- 140328- 140331	Raminatrans	21/10/2023	27/11/2023	Ocean	Ningbo- CN			1		4/12/2023	Maersk Line	7000	1500
NBH1023PO03076	TEMU8763806	122821- 135080- 139455- 140328- 140331	Raminatrans	21/10/2023	27/11/2023	Ocean	Ningbo- CN			1		4/12/2023	Maersk Line	5300	1500
1055759596	HLBU1692799	140668- 140667- 145170- 145188- 141083	Kuehne & Nagel	21/10/2023	27/11/2023	Ocean	Chattogram- BD			1		30/11/2023	Maersk Line	4500	1051
1055729651	HLBU1070938	139407- 139417	Kuehne & Nagel	21/10/2023	27/11/2023	Ocean	Chattogram- BD			1		1/12/2023	Maersk Line	14600	1051
1055759451	UETU5860096	138877- 138879- 138870- 138883- 138889- 139015- 139023- 139028- 139034- 139085- 139110- 139113- 139123- 139129- 144508- 141150- 141149- 141128- 141131- 141144- 141082- 147894- 147909- 147912- 147929- 141192- 141191- 141195	Kuehne & Nagel	21/10/2023	27/11/2023	Ocean	Chattogram- BD			1		30/11/2023	Hapag - Lloyd	11090	1051
1055759704	HLBU1692799	140668- 140667- 145170- 145188- 141083	Kuehne & Nagel	21/10/2023	27/11/2023	Ocean	Chattogram- BD			1		30/11/2023	YANG MING MARINE TRANSPORT CORP	1400	1051
1055759704	UETU5860096	138877- 138879- 138870- 138883- 138889- 139015- 139023- 139028- 139034- 139085- 139110- 139113- 139123- 139129- 144508- 141150- 141149- 141128- 141131- 141144- 141082- 147894- 147909- 147912- 147929- 141192- 141191- 141195	Kuehne & Nagel	21/10/2023	27/11/2023	Ocean	Chattogram- BD			1		30/11/2023	YANG MING MARINE TRANSPORT CORP	4751	1051
1055729807	UETU5860096	138877- 138879- 138870- 138883- 138889- 139015- 139023- 139028- 139034- 139085- 139110- 139113- 139123- 139129- 144508- 141150- 141149- 141128- 141131- 141144- 141082- 147894- 147909- 147912- 147929- 141192- 141191- 141195	Kuehne & Nagel	21/10/2023	27/11/2023	Ocean	Chattogram- BD			1		30/11/2023	Maersk Line	32226	1051
NBH1023RH02886	FANU1199038	122683- 135596- 135600- 135857- 139078- 139106- 139214- 139804- 140153- 140289- 140303	Raminatrans	22/10/2023	27/11/2023	Ocean	Ningbo- CN					29/11/2023	Maersk Line	8610	1500
XM2310007A/01	AXIU1649639	135042- 139310- 139297	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Maersk Line	5641	1650
XM2310007A/01	MRKU6358654	138967- 139174- 139223- 139232- 147523- 147525- 147491	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Maersk Line	1500	1650
XM2310007B	MRKU6220979	138978- 144498	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Maersk Line	2000	1650
XM2310007B	MRSU3717630	138972- 138989- 139011- 138999- 139651- 140442- 141148- 146752- 146773- 146796- 146821	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Maersk Line	2800	1650
XM2310007A/02	MRKU6358654	138967- 139174- 139223- 139232- 147523- 147525- 147491	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Mediterranean Shipping Company (MSC)	8100	1450
XM2310007A/03	MRKU6358654	138967- 139174- 139223- 139232- 147523- 147525- 147491	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Mediterranean Shipping Company (MSC)	800	1450
XM2310007C/01	CAIU4994969	134032- 140820- 140876- 141178	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Mediterranean Shipping Company (MSC)	13600	1450
XM2310007C/01	MTSU9630757	140745- 140744- 141177- 141176- 141179	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		12/12/2023	Mediterranean Shipping Company (MSC)	15420	1450
XM2310007C/02	CAIU4994969	134032- 140820- 140876- 141178	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Mediterranean Shipping Company (MSC)	5400	1450
XM2310007C/03	CAIU4994969	134032- 140820- 140876- 141178	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		11/12/2023	Maersk Line	17800	1650
XM2310013A	MEDU4007217	139410- 139344- 140561	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		4/12/2023	Maersk Line	3001	1650
XM2310013A	MSNU7487797	139436- 140817- 148060- 148972	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		5/12/2023	Maersk Line	4300	1650
XM2310013C/01	FFAU2569391	138818- 138824- 138828- 138832- 139038- 139040- 139531- 139704- 139788- 139937- 139934- 139942- 146270- 148240- 148252- 148278- 148354- 141119- 141121- 141117- 141120	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		12/12/2023	Maersk Line	6700	1650
XM2310013C/01	TRHU8565954	139504- 146385- 149025	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		7/12/2023	Maersk Line	44241	1650
XM2310013C/02	FFAU2569391	138818- 138824- 138828- 138832- 139038- 139040- 139531- 139704- 139788- 139937- 139934- 139942- 146270- 148240- 148252- 148278- 148354- 141119- 141121- 141117- 141120	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		12/12/2023	Mediterranean Shipping Company (MSC)	9600	1450
XM2310013C/03	FFAU2569391	138818- 138824- 138828- 138832- 139038- 139040- 139531- 139704- 139788- 139937- 139934- 139942- 146270- 148240- 148252- 148278- 148354- 141119- 141121- 141117- 141120	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		12/12/2023	Mediterranean Shipping Company (MSC)	6731	1450
XM2310013C/04	FFAU2569391	138818- 138824- 138828- 138832- 139038- 139040- 139531- 139704- 139788- 139937- 139934- 139942- 146270- 148240- 148252- 148278- 148354- 141119- 141121- 141117- 141120	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		12/12/2023	Mediterranean Shipping Company (MSC)	7201	1450
XM2310013B/01	MSMU5255886	146886- 146885- 146893- 146900	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		5/12/2023	Mediterranean Shipping Company (MSC)	7131	1450
XM2310013B/01	SEGU6922688	145931- 146906- 146901	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		5/12/2023	Mediterranean Shipping Company (MSC)	7451	1450
XM2310013B/02	SEGU6922688	145931- 146906- 146901	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		5/12/2023	Maersk Line	6350	1650
XM2310013D	MSCU5277571	139295- 146338- 146394- 149037	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		5/12/2023	Mediterranean Shipping Company (MSC)	1450	1450
XM2310013D	TEMU8308470	139168- 146273- 146383- 149037	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		7/12/2023	Mediterranean Shipping Company (MSC)	5823	1450
XM2310013F	MSCU5054177	134430- 139398- 146756- 146763- 146943- 146949	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		4/12/2023	Mediterranean Shipping Company (MSC)	6564	1450
XM2310013E	MSMU7028428	139286- 139289- 146272- 149024	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		5/12/2023	Mediterranean Shipping Company (MSC)	7620	1450
XM2310013E	TRHU7292500	131560- 149024	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	28/10/2023	29/11/2023	Ocean	Xiamen- CN			1		7/12/2023	Mediterranean Shipping Company (MSC)	8502	1450
1055937599	HLBU1808636	131477- 139663- 139669- 141379- 141416- 141138- 141139- 141156- 145608- 145603- 145609- 146359- 146357	Kuehne & Nagel	1/11/2023	10/12/2023	Ocean	Chattogram- BD		1		1	13/12/2023	Hapag - Lloyd	46204	1051
1055799980	HLBU1808636	131477- 139663- 139669- 141379- 141416- 141138- 141139- 141156- 145608- 145603- 145609- 146359- 146357	Kuehne & Nagel	1/11/2023	10/12/2023	Ocean	Chattogram- BD				1	13/12/2023	Hapag - Lloyd	12600	1051
1055799419	HLBU1808636	131477- 139663- 139669- 141379- 141416- 141138- 141139- 141156- 145608- 145603- 145609- 146359- 146357	Kuehne & Nagel	1/11/2023	10/12/2023	Ocean	Chattogram- BD				1	13/12/2023	Hapag - Lloyd	4000	1051
1055937606	HLBU1808636	131477- 139663- 139669- 141379- 141416- 141138- 141139- 141156- 145608- 145603- 145609- 146359- 146357	Kuehne & Nagel	1/11/2023	10/12/2023	Ocean	Chattogram- BD				1	13/12/2023	Hapag - Lloyd	11000	1051
1055891331	CAIU7679683	138872- 139088- 139170- 139167- 139185- 140451- 140453- 140455- 141147- 141151- 141143- 141129- 145172- 145189	Kuehne & Nagel	4/11/2023	10/12/2023	Ocean	Chattogram- BD				1	13/12/2023	Hapag - Lloyd	3000	1051
1055891556	CAIU7679683	138872- 139088- 139170- 139167- 139185- 140451- 140453- 140455- 141147- 141151- 141143- 141129- 145172- 145189	Kuehne & Nagel	4/11/2023	10/12/2023	Ocean	Chattogram- BD		1		1	13/12/2023	Hapag - Lloyd	12960	1051
1055850438	CAIU7679683	138872- 139088- 139170- 139167- 139185- 140451- 140453- 140455- 141147- 141151- 141143- 141129- 145172- 145189	Kuehne & Nagel	4/11/2023	10/12/2023	Ocean	Chattogram- BD				1	13/12/2023	Hapag - Lloyd	10800	1051
MLVLC2311023A	KKFU1810067	142424- 142531- 142532- 148287- 148302- 148273- 148290- 148315- 148253- 148254- 148289- 149073- 148300- 148288	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	6/11/2023	9/12/2023	Ocean	Ho Chi Minh City- VN					13/12/2023	Mediterranean Shipping Company (MSC)	900	2425
MLVLC2311023B	KKFU1810067	142424- 142531- 142532- 148287- 148302- 148273- 148290- 148315- 148253- 148254- 148289- 149073- 148300- 148288	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	6/11/2023	9/12/2023	Ocean	Ho Chi Minh City- VN					13/12/2023	Mediterranean Shipping Company (MSC)	301	2425
MLVLC2311023C	KKFU1810067	142424- 142531- 142532- 148287- 148302- 148273- 148290- 148315- 148253- 148254- 148289- 149073- 148300- 148288	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	6/11/2023	9/12/2023	Ocean	Ho Chi Minh City- VN					13/12/2023	Mediterranean Shipping Company (MSC)	1542	2425
MLVLC2311023D	KKFU1810067	142424- 142531- 142532- 148287- 148302- 148273- 148290- 148315- 148253- 148254- 148289- 149073- 148300- 148288	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	6/11/2023	9/12/2023	Ocean	Ho Chi Minh City- VN					13/12/2023	Mediterranean Shipping Company (MSC)	1250	2425
MLVLC2311023E	KKFU1810067	142424- 142531- 142532- 148287- 148302- 148273- 148290- 148315- 148253- 148254- 148289- 149073- 148300- 148288	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	6/11/2023	9/12/2023	Ocean	Ho Chi Minh City- VN					13/12/2023	Mediterranean Shipping Company (MSC)	1389	2425
LDL23CEB/VLC001	REGU3243933	142535- 142534- 142533	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	6/11/2023	2/1/2024	Ocean	Cebu- PH				1	4/1/2024	Mediterranean Shipping Company (MSC)	900	1850
1055829113	MSKU1366670	139500- 141110- 144367- 144275	Kuehne & Nagel	7/11/2023	14/12/2023	Ocean	Shanghai- CN		1		1	26/12/2023	Maersk Line	12650	6795
MLVLC2311021A	TRLU9338064	148294- 148251- 148317- 148263- 148255- 148250- 148261- 148295- 148301	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/11/2023	27/12/2023	Ocean	Haiphong- VN				1	3/1/2023	Mediterranean Shipping Company (MSC)	1611	2300
MLVLC2311021B	TRLU9338064	148294- 148251- 148317- 148263- 148255- 148250- 148261- 148295- 148301	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	7/11/2023	27/12/2023	Ocean	Haiphong- VN				1	3/1/2023	Mediterranean Shipping Company (MSC)	1206	2300
1056232506	BMOU3102667	139091- 141130- 141439- 141248- 141542- 141491- 147875- 147898- 148997- 149001- 149485	Kuehne & Nagel	15/11/2023	11/12/2023	Ocean	Chattogram- BD				1	18/12/2023	Mediterranean Shipping Company (MSC)	27662	1395
1056232645	BMOU3102667	139091- 141130- 141439- 141248- 141542- 141491- 147875- 147898- 148997- 149001- 149485	Kuehne & Nagel	15/11/2023	11/12/2023	Ocean	Chattogram- BD				1	18/12/2023	Mediterranean Shipping Company (MSC)	7600	1395
1056216430	FFAU3763755	141137- 141141- 141487- 149281	Kuehne & Nagel	15/11/2023	11/12/2023	Ocean	Chattogram- BD				1	18/12/2023	Mediterranean Shipping Company (MSC)	12299	1395
1056216268	FFAU3763755	141137- 141141- 141487- 149281	Kuehne & Nagel	15/11/2023	11/12/2023	Ocean	Chattogram- BD		1		1	18/12/2023	Mediterranean Shipping Company (MSC)	800	1395
MDZ/SKT/VLC/0211	CBHU9483827	146363- 148836	TOTAL FREIGHT	20/11/2023	18/12/2023	Ocean	Karachi- PK				1	2/1/2024	COSCO	5970	675
LDL23CEB/VLC002	OCGU2012297	142286- 142287- 142334- 142331- 142355- 142271	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	20/11/2023	24/1/2024	Ocean	Cebu- PH					31/1/2024	Mediterranean Shipping Company (MSC)	7100	1775
XM2311022A	CAIU4810470	149246	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	5/1/2024	Mediterranean Shipping Company (MSC)	5320	1425
XM2311022A	MEDU7896777	149246	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	5/1/2024	Mediterranean Shipping Company (MSC)	6100	1425
XM2311022B	FBLU0057821	145761- 145929- 145978- 145999- 146001	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	3/1/2024	Mediterranean Shipping Company (MSC)	6001	1425
XM2311022B	MEDU4529607	145765- 145776- 145814- 145973	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	5/1/2024	Mediterranean Shipping Company (MSC)	19402	1425
XM2311021A	MSCU5365604	145925- 146111- 145953	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	8/1/2024	Mediterranean Shipping Company (MSC)	7400	1425
XM2311021A	MSNU7424720	145913- 145911	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	8/1/2024	Mediterranean Shipping Company (MSC)	1750	1425
XM2311021C	CAIU7783872	146119- 145952	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	4/1/2024	Mediterranean Shipping Company (MSC)	4830	1425
XM2311021C	CRSU9161379	134059- 147399	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	8/1/2024	Mediterranean Shipping Company (MSC)	7500	1425
XM2311021F	MSDU7784455	148011- 148068- 148072- 148081	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	4/1/2024	Mediterranean Shipping Company (MSC)	16303	1425
XM2311021F	MSMU8334994	139294- 149082- 149106- 149113	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	5/1/2024	Mediterranean Shipping Company (MSC)	9326	1425
XM2311021E	MEDU4881074	145577- 148069	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	4/1/2024	Mediterranean Shipping Company (MSC)	5722	1425
XM2311021E	TGBU9782708	132877- 148062- 148075- 149121	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	4/1/2024	Mediterranean Shipping Company (MSC)	13410	1425
XM2311021D	MSDU5719888	145908- 146121	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	5/1/2024	Mediterranean Shipping Company (MSC)	6901	1425
XM2311021D	TLLU8574491	146108- 145965	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	5/1/2024	Mediterranean Shipping Company (MSC)	4900	1425
XM2311021B	MSDU5793627	145722- 145750- 145753- 145768- 145813- 145933	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	8/1/2024	Mediterranean Shipping Company (MSC)	5500	1425
XM2311021B	MSMU4083041	145731- 145812- 145971- 146007	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	8/1/2024	Mediterranean Shipping Company (MSC)	3002	1425
XM2311021G	MSDU5063167	148986- 148988- 149128- 149695	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	4/1/2024	Mediterranean Shipping Company (MSC)	8900	1425
XM2311021G	TRHU8603674	148868- 149126- 149697	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	4/1/2024	Mediterranean Shipping Company (MSC)	300	1425
XM2311021H	FSCU8137494	148871- 149700	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	8/1/2024	Mediterranean Shipping Company (MSC)	1000	1425
XM2311021H	MSMU8064034	149132- 149700	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/11/2023	28/12/2023	Ocean	Xiamen- CN				1	9/1/2024	Mediterranean Shipping Company (MSC)	3000	1425
